id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm187305,The Wolverine,MOVIE,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",2013,PG-13,139,"['scifi', 'action', 'fantasy']",['US'],0,tt1430132,6.7,473317,10.596,6.391
tm159149,Captain America: The Winter Soldier,MOVIE,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",2014,PG-13,128,"['scifi', 'action', 'thriller']",['US'],0,tt1843866,7.8,857103,39.588,7.677
ts35339,The Evermoor Chronicles,SHOW,"A young girl and her blended family move to the small cottage town of Evermoor. All is well until sinister things start to happen, magic tapestries, an enchanted typewriter. Only a few of the strange things found in the town of Evermoor.",2014,TV-PG,22,"['action', 'family', 'fantasy']",['GB'],2,tt3602560,6.3,775,7.611,6.9
tm181359,Frozen,MOVIE,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",2013,PG,102,"['fantasy', 'animation', 'family', 'comedy']",['US'],0,tt2294629,7.4,633580,97.537,7.25
tm179159,Thor: The Dark World,MOVIE,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",2013,PG-13,112,"['action', 'scifi', 'fantasy']",['US'],0,tt1981115,6.8,692457,81.245,6.6
ts20281,Sofia the First,SHOW,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.",2013,TV-Y,24,"['animation', 'family', 'fantasy']",['US'],4,tt2136138,6.9,3191,72.579,7.227
tm179573,Percy Jackson: Sea of Monsters,MOVIE,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",2013,PG,106,"['fantasy', 'family', 'thriller']",['US'],0,tt1854564,5.7,120462,31.171,6
tm177964,Iron Man 3,MOVIE,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2013,PG-13,109,"['scifi', 'action']",['US'],0,tt1300854,7.1,860849,183.301,6.927
ts35165,Ultimate Airport Dubai,SHOW,"Less than 55 years ago, Dubai International Airport was a vast desert of sand.

Today, it is a modern mecca of international air travel.

With a staggering 344,000 flights, 57 million passengers and 2 million tons of cargo flying in and out each year, it is the worlds third busiest airport for international passengers.

In Ultimate Airport Dubai, step behind-the-scenes of Dubai Internationals three massive terminals, including Terminal 3 the largest building on earth by floor space, measuring 359 football pitches in size!

With unprecedented access to all facets of this mega facility, the series follows some of the 60,000 staff working hard to keep it safe, secure, and on schedule.",2013,Others,45,"['documentation', 'european']",['AE'],3,tt3324124,7.5,328,2.361,8
tm157149,Into the Woods,MOVIE,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",2014,PG,124,"['comedy', 'drama', 'fantasy']",['US'],0,tt2180411,5.9,143450,14.72,5.8
ts34060,Secret Life of Predators,SHOW,"When you’ve clawed your way to the top of the food chain, you have to fight to stay there. Experience this harsh reality through the eyes of the determined predators that rely on skill, instinct and evolution to survive. But while they may be masters of their domains, that doesn’t mean things always go their way—and with young mouths to feed, the pressure is on.  Three years in the making, the 4-part Secret Life of Predators reveals the hidden, unknown world of predators living in the oceans, forests, open spaces, and on the edge.  Episodes include: Wet, Stealth, Naked, and Exposed.",2013,TV-PG,44,['documentation'],['US'],1,tt3263720,8.4,57,0.874,7.5
tm159620,Toy Story of Terror!,MOVIE,"What starts out as a fun road trip for the Toy Story gang takes an unexpected turn for the worse when the trip detours to a roadside motel. After one of the toys goes missing, the others find themselves caught up in a mysterious sequence of events that must be solved before they all suffer the same fate in this Toy Story of Terror.",2013,G,22,"['comedy', 'family', 'fantasy', 'horror', 'animation']",['US'],0,tt2446040,7.5,16487,1.219,7.206
tm148170,Big Hero 6,MOVIE,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",2014,PG,102,"['comedy', 'action', 'family', 'scifi', 'drama', 'animation']",['US'],0,tt2245084,7.8,469886,97.73,7.741
ts87504,Bloody Tales of Europe,SHOW,"From ancient times to the Second World War, Europe has been soaked in blood and intrigue.  In this fascinating new series, Bloody Tales goes beyond the British Isles to seek out the Europe's most grisly history to discover the mysterious true stories behind some of history’s most infamous tales.

From East to West, from the UK to Istanbul, join historian Dr Suzannah Lipscomb and presenter Joe Crowley to investigate subjects that include Rome’s famously cruel emperor Caligula and the notoriously violent Vikings.",2013,Others,46,"['documentation', 'reality']",['GB'],2,tt3223190,6.9,79,1.683,7
ts43947,Science of Stupid,SHOW,"This show combines cold hard science with some of the craziest, most spectacular and painful user generated clips ever recorded. Richard Hammond introduces all manner of mishaps featuring brave, if misguided individuals from around the world and then explains the science behind their failure and humiliation with the use of bespoke animations and super slo-mo cinematography. Every episode features between 50 and 60 clips of misadventure – ordinary folk making extraordinary mistakes. Each week watch stunts involving weightlifting, shooting guns or jumping over cars, that have gone wrong, paused, re-wound, and re-played and analysed to determine exactly what went wrong and why. Richard explains the physics, chemistry and biology at play, then presents forensic details to explain the stupidity that resulted in failure. He’ll look at everything including weight, volume, momentum, combustion and even how the brain operates. This is misadventure explained. This is the Science of Stupid.",2014,Others,22,"['documentation', 'comedy', 'reality']",['US'],8,tt3824414,6.8,790,8.422,6.8
ts20822,Liv and Maddie,SHOW,"The exploits of identical twins Liv, a former television star back home in Wisconsin and in the process of adding movie star to her credits, as well as beginning to focus on her music career, and Maddie, an outstanding student and basketball phenomenon recovering from an injured knee. The series centers on the unbreakable bond the twins share though they have wildly different personalities. To complicate their teenage lives, both parents work at their high school and their younger brothers are always stirring up trouble.",2013,TV-G,23,"['drama', 'comedy', 'family']",['US'],4,tt2794380,6.3,8117,51.74,8.123
ts20839,Life Below Zero,SHOW,"Viewers go deep into an Alaskan winter to meet six tough and resilient residents as they try to stay one step ahead of storms and man-eating beasts to make it through to spring. The closest neighbor to Sue Aikens is more than 300 miles away. Eric Salitan subsists solely on what he hunts and forages. Chip and Agnes Hailstone catch fish for currency in bartering for supplies, and Andy and Kate Bassich use their pack of sled dogs for transportation.",2013,TV-PG,45,"['reality', 'documentation']",['US'],20,tt2964642,7.9,2073,12.469,7.797
ts20027,Once Upon a Time in Wonderland,SHOW,"In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole. Thinking Alice insane, her doctors aim to make her forget everything. While Alice is ready to put it all behind her, she knows this world is real. In the nick of time, the Knave of Hearts and the White Rabbit save her from a doomed fate. Together, the trio tumble down the rabbit hole to Wonderland, where nothing is impossible.",2013,TV-PG,43,"['scifi', 'drama', 'romance', 'fantasy']",['US'],1,tt2802008,6.9,12549,20.526,7.076
tm186640,American Blackout,MOVIE,"What if the Doomsday Preppers were right all along? Hacking into urban infrastructures isn't science fiction anymore - it's in the news every day. A 90-minute docu-drama, ""American Blackout"" reveals in gritty detail the impact of what happens when a cyber attack on the United States takes down the power grid. The question is: when the lights go out, what do we do next.",2013,Others,92,['drama'],['US'],0,tt3349356,6.4,217,0.954,5.6
tm145004,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",MOVIE,"Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",2014,PG,81,"['comedy', 'family', 'drama', 'fantasy', 'european']",['US'],0,tt1698641,6.2,45075,13.72,6.2
tm99086,Secretariat,MOVIE,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",2013,PG,123,"['drama', 'documentation', 'sport', 'family', 'history']",['US'],0,tt1028576,7.2,29220,17.314,7.4
tm235416,Area 51: The CIA's Secret,MOVIE,"This true story covers ground-breaking research into the aviation that took place at the Groom Lake Testing Facility, otherwise known as Area 51, which ensured US Aerial supremacy from the Cold War through to the present day.  Utilising CIA documents that have recently been declassified this programme identifies specific individuals who worked at the top secret base in a variety of roles – the radar specialists, pilots and security guards.  Their personal testimonies provide a unique impression not just of the work that was carried out, but of the site itself.  We reveal just how tight security had to be to keep the development of the U2, A12 and HAVE BLUE aviation programmes under wraps.  This is a film that concentrates on delivering history and factual accuracy in a fresh and engaging style – one that answers the question ‘what really happened at Area 51’?",2014,Others,52,['documentation'],['US'],0,tt5199604,5.8,139,3.462,5.8
ts20042,Marvel's Avengers,SHOW,"The further adventures of the Marvel Universe's mightiest general membership superhero team. With an all-star roster consisting of Iron Man, Captain America, Thor, Hulk, Hawkeye, Falcon and, occasionally--when she feels like it and only when she feels like it--Black Widow, the Avengers are a team in the truest sense. The Avengers save the world from the biggest threats imaginable--threats no single super hero could withstand.",2013,TV-Y7,22,"['action', 'scifi', 'comedy', 'drama', 'family', 'animation']",['US'],5,tt2455546,7,7388,86.65,7.626
tm155023,Toy Story That Time Forgot,MOVIE,"During a post-Christmas play date, the gang find themselves in uncharted territory when the coolest set of action figures ever turn out to be dangerously delusional. It's all up to Trixie, the triceratops, if the gang hopes to return to Bonnie's room in this Toy Story That Time Forgot.",2014,G,22,"['animation', 'comedy', 'family', 'fantasy']",['US'],0,tt3473654,7.1,12279,29.779,7
ts34355,Mighty Med,SHOW,"Mighty Med is a live-action comedy series starring popular Disney Channel stars Bradley Steven Perry and Jake Short, premieres as a special one-hour event, October 7 on Disney XD. The series is created by Jim Bernstein and Andy Schwartz, and is executive produced by Bernstein and Stephen Engel.",2013,TV-Y7,25,"['comedy', 'family', 'scifi']",['US'],2,tt2573338,6.5,2207,28.423,7.9
tm186511,Monsters University,MOVIE,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,2013,G,102,"['animation', 'horror', 'comedy', 'family', 'fantasy']",['US'],0,tt1453405,7.2,366824,65.817,7.028
ts38704,"Dr. Oakley, Yukon Vet",SHOW,"Spanning thousands of acres and incorporating hundreds of species of animals; Michelle Oakley’s veterinary practice is Yukon tough. There is no such thing as a typical day in Michelle’s practice. House calls can range from expelling dogs anal glands to getting chased down by the very large Arctic musk-ox. Accompanied by her teenage daughters and armed with humor as sharp as scalpel, Michelle deftly juggles being a full time Veterinarian, wife and doctor; taking us into unexplored and unexamined regions of the Yukon.",2014,TV-PG,44,['reality'],['US'],10,tt3593456,8.4,641,5.54,5.5
tm150979,Muppets Most Wanted,MOVIE,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",2014,PG,107,"['family', 'comedy', 'action', 'crime']","['GB', 'US']",0,tt2281587,6.4,35489,17.448,6.315
tm188023,The Book of Manning,MOVIE,Explores the personal and professional life of former NFL and Ole Miss quarterback Archie Manning and how the sudden loss of his father impacted his life and the way he and his wife Olivia raised their three sons.,2013,Others,120,"['documentation', 'sport']",['US'],0,tt3062490,8,366,2.557,8.545
ts20133,Girl Meets World,SHOW,"The adventures of relatable and adventurous Riley Matthews, the tween daughter of Cory and Topanga Matthews, and her bold best friend Maya as they traverse the twists and turns of teenage years at Manhattan's John Quincy Adams Middle School where Riley's dad is their History teacher.",2014,TV-G,23,"['comedy', 'family', 'music', 'drama']",['US'],3,tt2543796,7.1,15163,36.79,8.43
ts159834,When Sharks Attack,SHOW,"Terror-filled deep sea saga using underwater photography, gripping news archives & paralyzing testimony to investigate three mysterious and deadly recent shark attacks.",2013,TV-14,44,['documentation'],['US'],9,tt3097686,6.1,130,4.596,10
ts150852,Dr K's Exotic Animal ER,SHOW,"Follow Dr. Susan Kelleher and staff as they treat all forms of exotic animals at her hospital in Deerfield Beach, FL",2014,TV-PG,43,['reality'],['US'],9,tt3986852,8.2,400,5.488,4
tm168780,Saving Mr. Banks,MOVIE,"Author P.L. Travers looks back on her childhood while reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",2013,PG-13,126,"['comedy', 'drama', 'music']","['GB', 'US', 'AU']",0,tt2140373,7.5,164651,9.298,7.347
ts8050,Car S.O.S.,SHOW,Meet car enthusiast and TV presenter Tim Shaw and master mechanic Fuzz Townshend as they join forces to rescue rusty classic vehicles from their garage prisons,2013,Others,44,"['documentation', 'reality', 'european']",['GB'],10,tt3110590,8.1,794,11.579,8.3
tm166468,Planes,MOVIE,"Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",2013,PG,91,"['comedy', 'family', 'sport', 'animation']",['US'],0,tt1691917,5.7,46378,29.251,5.9
tm186494,Youngstown Boys,MOVIE,"""Youngstown Boys"" explores class and power dynamics in college sports through the parallel, interconnected journeys of one-time dynamic running back Maurice Clarett and former elite head coach Jim Tressel. Clarett and Tressel emerged from opposite sides of the tracks in Youngstown, Ohio, and then joined for a magical season at Ohio State University in 2002 that produced the first national football championship for the school in over 30 years. Shortly thereafter, though, Clarett was suspended from college football and began a downward spiral that ended with a prison term. Tressel continued at Ohio State for another eight years before his career there also ended in scandal.",2013,Others,103,['documentation'],['US'],0,tt3411032,7.3,86,1.788,7.7
ts75141,Wild Hawaii,SHOW,"Seven millions years ago Hawaii rose from the sea a volcanic wasteland, how these islands transformed themselves into paradise is a story that defies the odds and challenges our expectations. Nat Geo WILD takes us on an untamed journey to Hawaii, a place that through an alchemy of fire, ice and water has become an experiment in creation.",2014,Others,44,['documentation'],['US'],1,tt4380034,7,162,4.62,9
tm134986,How to Build a Better Boy,MOVIE,"Mae and Gabby are two friends who go everywhere together but they are not very popular in their school. Their classmates always pressure because they have not had a boyfriend so to avoid further setbacks, the girls put in place a plan to create the perfect boyfriend. Both believe that it will be easy to create their perfect guy using the military team building; machinery owned by the father of Mae, the machine works through a wireless keyboard. The machine can create with their settings, a robotic soldier. Of this plan was born Albert an ideal guy to be a perfect boyfriend. He will be the most popular boy of the school.",2014,G,90,"['family', 'scifi', 'comedy']",['US'],0,tt3098874,5.3,3394,10.236,6.4
tm150667,"Marvel: 75 Years, From Pulp to Pop!",MOVIE,"In celebration of the publisher's 75th anniversary, the hour-long special will take a detailed look at the company's journey from fledgling comics publisher to multi-media juggernaut. Hosted by Emily VanCamp (S.H.I.E.L.D. Agent Sharon Carter), the documentary-style feature will include interviews with comic book icons, pop culture authorities, and Hollywood stars.  The special also promises an ""extraordinary peek into Marvel's future!"" Might Marvel release the first official footage from next year's Avengers: Age of Ultron or Ant-Man? If they do, you'll know about it here.",2014,PG,41,"['documentation', 'history']",['US'],0,tt4128102,7,1120,7.752,6.9
tm145734,Planes: Fire & Rescue,MOVIE,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",2014,PG,83,"['comedy', 'documentation', 'family', 'sport', 'fantasy', 'animation', 'drama']",['US'],0,tt2980706,6,17741,27.623,6.1
ts35453,Wander Over Yonder,SHOW,"The adventures of Wander, an eternally-optimistic intergalactic traveler and constant do-gooder, and his quick-tempered but loyal steed and best friend, Sylvia.  The friendliest face in outer space, Wander journeys across the galaxies to spread good cheer and to help anyone he can — much to his overly pragmatic stallion’s chagrin. Their fun-loving escapades often lead them to clash with the evil villain Lord Hater and his army of Watchdogs, who travel from planet to planet trying to make hate the order of the day. Together, the best friends travel through the cosmos, happening upon one freewheeling adventure after another and making new friends and foes.",2013,TV-Y7,18,"['scifi', 'animation', 'comedy', 'family', 'fantasy']",['US'],2,tt2252938,7.3,4450,14.689,7.7
tm150669,Marvel Studios: Assembling a Universe,MOVIE,"A look at the story behind Marvel Studios and the Marvel Cinematic Universe, featuring interviews and behind-the-scenes footage from all of the Marvel films, the Marvel One-Shots and ""Marvel's Agents of S.H.I.E.L.D.""",2014,PG,43,"['documentation', 'history']",['US'],0,tt3591568,7.3,1675,12.942,7
ts35174,I Didn't Do It,SHOW,"Ultra-competitive fraternal twins Lindy and Logan Watson, together with their four best friends, navigate their freshman year of high school. Each episode begins with a comedic ""what just happened?"" situation as Lindy and Logan each spin their own vivid account of a certain occurrence or predicament. The series utilizes flashback scenes to tell the siblings' unique stories. ",2014,TV-G,25,"['comedy', 'crime', 'history', 'drama', 'family']",['US'],2,tt2996052,7.6,13,8.295,8
ts20859,Sheriff Callie's Wild West,SHOW,A kids' western centered on a kitty-cat sheriff whose job is to ensure that the town of Nice and Friendly Corners remains the friendliest town in the West.,2013,TV-Y,21,"['western', 'action', 'comedy', 'family', 'animation']","['KR', 'US', 'FR']",2,tt2769458,6.3,719,6.823,7
tm165905,Teen Beach Movie,MOVIE,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other!",2013,PG,95,"['comedy', 'family', 'fantasy']",['US'],0,tt2325989,5.9,12636,13.049,6.9
tm152954,Zapped,MOVIE,"Zoey is a talented dancer whose organized life is rudely disrupted when she moves in with her new step-dad and three step-brothers, until she discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.",2014,Others,102,"['comedy', 'family', 'fantasy']",['CA'],0,tt3544734,5,5749,12.426,6.1
ts43070,Kirby Buckets,SHOW,"This single-camera animation/live-action hybrid comedy revolves around  Kirby Buckets, a kid who dreams of being the biggest animator in the  world. His drawings take shape as he and his best friends, Fish and Eli,  go on outrageous adventures.",2014,TV-Y7,22,"['action', 'animation', 'comedy', 'family']",['US'],3,tt3544772,4.9,539,9.079,9
tm160932,Bears,MOVIE,"Filmmakers Alastair Fothergill and Keith Scholey chronicle a year in the lives of an Alaskan brown bear named Sky and her cubs, Scout and Amber. Their saga begins as the bears emerge from hibernation at the end of winter. As time passes, the bear family must work together to find food and stay safe from other predators, especially other bears. Although their world is exciting, it is also risky, and the cubs' survival hinges on family togetherness.",2014,G,78,"['documentation', 'family']",['US'],0,tt2458776,7.3,6923,8.298,7.353
tm141959,Feast,MOVIE,"This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.",2014,G,6,"['comedy', 'drama', 'horror']",['US'],0,tt4282670,8.1,46,8.022,7.8
tm152171,The Santa Con,MOVIE,"Small-time con man Nick DeMarco is ordered by his parole officer to take a minimum-wage job as a department store Santa during the holidays...and he hates it. Near the end of his first shift, he hastily promises a young boy, Billy, that Santa will bring his estranged parents back together by Christmas. Nick decides to make good on his promise to the child, somehow. But after meeting the boy's mother Carol, will Nick ultimately choose to put the happiness of others ahead of his own?",2014,Others,86,"['romance', 'comedy', 'drama', 'family']",['US'],0,tt3917454,6,615,2.342,6.2
ts20151,Mickey Mouse,SHOW,"In this series of cartoon shorts, Mickey Mouse finds himself in silly situations all around the world! From New York to Paris to Tokyo, Mickey experiences new adventures with his friends!",2013,TV-G,5,"['animation', 'comedy', 'family', 'fantasy']",['US'],5,tt2768802,8.1,3362,53.734,7.347
ts20059,Marvel's Hulk and the Agents of S.M.A.S.H.,SHOW,"Joined by the Agents of S.M.A.S.H., a humorously dysfunctional group of teammates who double as family, Hulk tackles threats that are too enormous for any other heroes to handle.",2013,TV-Y7,23,"['action', 'scifi', 'animation', 'comedy', 'family']",['US'],2,tt2455514,6,3154,29.846,6.3
tm154041,Iron Man & Captain America: Heroes United,MOVIE,"Iron Man and Captain America battle to keep the Red Skull and his triggerman, Taskmaster, from unleashing an army of Hydra Brutes on the world!  Sequel to the film ""Iron Man & Hulk: Heroes United"" and feature Iron Man teaming up with Captain America, it comes to accompany the live-action film ""Captain America: The Winter Soldier"".",2013,PG,71,"['animation', 'action', 'family', 'comedy', 'drama']",['US'],0,tt3375556,5,30,20.916,6.3
tm188534,The Wizards Return: Alex vs. Alex,MOVIE,"While visiting Italy with her family, a young wizard accidentally creates an evil version of herself.",2013,PG,60,"['drama', 'family', 'action', 'comedy', 'fantasy', 'romance', 'animation']",['US'],0,tt2448374,6.3,6764,9.807,6.933
tm159764,Cloud 9,MOVIE,"Set high atop snow-capped mountains in the adrenaline-fueled world of competitive snowboarding, the Disney Channel Original Movie “Cloud 9″ tells the inspiring story of two snowboarders who must overcome self-doubt to learn that achieving their dreams is possible.",2014,G,90,"['action', 'drama', 'family', 'sport']",['US'],0,tt2762970,6.4,5179,8.499,6.9
ts37726,Wicked Tuna: North VS South,SHOW,"The long, cold winter has just hit New England, and while the bluefin tuna season has come to an end in Gloucester, Mass., it’s just getting started in the Outer Banks of North Carolina. After a disappointing season, several of Gloucester’s top fishermen head south to try to salvage their finances by fishing for the elusive bluefin tuna in unfamiliar Carolina waters before the experienced locals beat them to the catch. It’s a whole new battlefield and the Northern captains must conquer new styles of fishing, treacherous waters and the wrath of the Outer Banks’ top fishermen. They’re gambling on what could be a massive payday … or a huge financial loss.",2014,TV-14,46,['reality'],['US'],8,tt4248510,6.3,141,5.453,7.6
tm162567,Miracle Landing on the Hudson,MOVIE,"In 2009, just two minutes into US Airways flight 1549, a flock of birds struck the plane taking out both engines. With no power, the Captain decided to attempt the near impossible - to land it in New York's Hudson River.",2014,Others,90,"['documentation', 'drama']",['US'],0,tt3067436,6.4,192,4.25,7.2
ts39826,Henry Hugglemonster,SHOW,"Henry Hugglemonster is the story of a mischievous 5-year-old monster named Henry who loves adventures, discoveries, and being with his family. Each day brings new opportunities for Henry to explore his feelings and learn important life lessons about working with others, showing kindness, and getting along with siblings. Henry finds love and support from his parents, Daddo and Momma; and his brothers and sisters, Cobby , Summer, and Ivor.",2013,TV-Y,24,"['animation', 'fantasy', 'music', 'family']",['US'],2,tt2746314,5.2,402,3.78,6.8
ts39105,None of the Above,SHOW,The British Tim Shaw conducts remarkable experiments and lets the people on the streets and at home predict the outcomes.,2013,TV-PG,22,['reality'],['GB'],2,tt3479748,7.5,334,3.172,7
ts57318,Animal Fight Night,SHOW,"Featuring battles between some of the biggest and baddest fighters of the animal kingdom and some of the most surprising, revealing the extraordinary motivations and strategies that fuel each incredible brawl.",2013,TV-PG,43,"['documentation', 'european']",['GB'],6,tt6136842,6.7,68,3.116,7
tm270622,Drain the Bermuda Triangle,MOVIE,"Infamous disappearances of ships and aircrafts, stories of lives lost — they’re all part of the legend of the 500,000-square-mile expanse of the Atlantic Ocean known as the Bermuda Triangle. In this one-hour special, National Geographic Channel explores the area’s ominous reputation by draining the water from it to see what exactly lies below the surface of the mythical triangle. With the aid of data from sophisticated sonar surveys, see what the ocean floor looks like below the Bermuda Triangle. Witness what strange geological features will be revealed and whether they will shed light on the mysterious occurrences that have been documented within the boundaries of this area of ocean.",2014,Others,50,['documentation'],['US'],0,tt4266692,6.4,113,2.372,6.769
ts222742,Wild Congo,SHOW,"The Congo: more powerful and dangerous than any other river, yet a sanctuary and home for some of the most wonderful creatures on our Earth.",2014,Others,44,['documentation'],['DE'],1,tt19767844,7.5,25,1.76,9
ts150102,Beyond Magic with DMC,SHOW,"DMC explores the world of illusion, where perspective and perception converge to fool the brain into perceiving an alternative reality.",2014,Others,44,['reality'],['GB'],1,tt4138532,7.5,75,1.714,3
tm342433,Betty White Goes Wild,MOVIE,"Seven-time Emmy Award winner Betty White shares her love for animals and VIP backstage pass to three of America's top zoos and safari parks for a characteristically irreverent, intimate and unique tour of everything big cat.",2013,PG,44,['documentation'],['US'],0,tt3388100,7.2,87,0.674,7
tm236713,Hidden Figures,MOVIE,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",2016,PG,127,"['drama', 'history']",['US'],0,tt4846340,7.8,236645,86.894,8.057
ts21903,Marvel's Daredevil,SHOW,Lawyer-by-day Matt Murdock uses his heightened senses from being blinded as a young boy to fight crime at night on the streets of Hell’s Kitchen as Daredevil.,2015,TV-MA,53,"['crime', 'action', 'scifi', 'thriller', 'drama', 'fantasy']",['US'],3,tt3322312,8.6,447880,125.767,8.164
tm123777,Deadpool,MOVIE,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",2016,R,108,"['action', 'comedy', 'scifi']",['US'],0,tt1431045,8,1052839,111.427,7.602
ts52840,Mars,SHOW,"The maiden crew of the Daedalus spacecraft must push itself to the brink of human capability in order to successfully establish the first sustainable colony on Mars. Set both in the future and in the present day, this series blends scripted elements set in the future with documentary vérité interviews with today’s best and brightest minds in modern science and innovation, illuminating how research and development is creating the space technology that will enable our first attempt at a mission to Mars.",2016,TV-PG,47,"['scifi', 'action', 'drama']",['US'],2,tt4939064,7.4,14872,13.596,7.01
ts42062,Miraculous: Tales of Ladybug & Cat Noir,SHOW,"Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",2015,TV-Y7,21,"['action', 'family', 'fantasy', 'romance', 'animation']",['FR'],6,tt2580046,7.7,10102,546.308,8.019
ts35811,Marvel's Jessica Jones,SHOW,"After a tragic ending to her short-lived super hero stint, Jessica Jones is rebuilding her personal life and career as a detective who gets pulled into cases involving people with extraordinary abilities in New York City.",2015,TV-MA,51,"['drama', 'scifi', 'action', 'crime', 'thriller']",['US'],3,tt2357547,7.9,217543,41.216,7.551
tm120376,Miss Peregrine's Home for Peculiar Children,MOVIE,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,2016,PG-13,126,"['drama', 'family', 'fantasy', 'thriller', 'european']","['US', 'BE', 'GB']",0,tt1935859,6.7,177856,62.666,6.804
tm141020,Ant-Man,MOVIE,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",2015,PG-13,117,"['scifi', 'crime', 'action', 'comedy']",['US'],0,tt0478970,7.3,682413,190.13,7.084
