id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm89464,Miracle on 34th Street,MOVIE,"Kris Kringle, seemingly the embodiment of Santa Claus, is asked to portray the jolly old fellow at Macy's following his performance in the Thanksgiving Day parade. His portrayal is so complete that many begin to question if he truly is Santa Claus, while others question his sanity.",1947,G,96,"['family', 'comedy', 'drama']",['US'],0,tt0039628,7.9,50969,23.515,7.388
tm61729,The Adventures of Ichabod and Mr. Toad,MOVIE,"The Wind in the Willows: Concise version of Kenneth Grahame's story of the same name. J. Thaddeus Toad, owner of Toad Hall, is prone to fads, such as the newfangled motor car. This desire for the very latest lands him in much trouble with the wrong crowd, and it is up to his friends, Mole, Rat and Badger to save him from himself. - The Legend of Sleepy Hollow: Retelling of Washington Irving's story set in a tiny New England town. Ichabod Crane, the new schoolmaster, falls for the town beauty, Katrina Van Tassel, and the town Bully Brom Bones decides that he is a little too successful and needs ""convincing"" that Katrina is not for him.",1950,G,68,"['horror', 'fantasy', 'animation', 'family', 'comedy']",['US'],0,tt0041094,6.9,16502,16.194,6.5
tm61052,Cinderella,MOVIE,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",1950,G,74,"['fantasy', 'animation', 'family', 'romance']",['US'],0,tt0042332,7.3,164292,93.547,7.035
tm87946,Dumbo,MOVIE,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",1941,G,64,"['animation', 'drama', 'family', 'fantasy']",['US'],0,tt0033563,7.2,135045,54.265,6.999
tm74391,Fantasia,MOVIE,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",1941,G,119,"['animation', 'family', 'fantasy', 'music']",['US'],0,tt0032455,7.7,98764,43.609,7.382
tm79357,Bambi,MOVIE,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",1942,G,70,"['animation', 'drama', 'family']",['US'],0,tt0034492,7.3,146279,62.71,7.004
tm67803,Snow White and the Seven Dwarfs,MOVIE,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",1938,G,83,"['fantasy', 'animation', 'romance', 'family', 'thriller', 'drama']",['US'],0,tt10414858,7.6,203673,76.395,7.11
tm62671,Treasure Island,MOVIE,"Enchanted by the idea of locating treasure buried by Captain Flint, Squire Trelawney, Dr. Livesey and Jim Hawkins charter a sailing voyage to a Caribbean island. Unfortunately, a large number of Flint's old pirate crew are aboard the ship, including Long John Silver.",1950,Others,96,"['family', 'action']","['GB', 'US']",0,tt0043067,6.9,8772,8.872,6.5
tm82546,Pinocchio,MOVIE,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket.",1940,G,88,"['animation', 'family', 'fantasy', 'comedy']",['US'],0,tt0032910,7.5,151000,44.545,7.1
tm89831,Fun and Fancy Free,MOVIE,"Jiminy Cricket hosts two Disney animated shorts: “Bongo,” about a circus bear escaping to the wild, and “Mickey and the Beanstalk,” a take on the famous fairy tale.",1948,G,73,"['animation', 'romance', 'comedy', 'family', 'fantasy']",['US'],0,tt0039404,6.4,8679,10.019,6.377
tm77826,The Reluctant Dragon,MOVIE,"Humorist Robert Benchley attempts to find Walt Disney to ask him to adapt a short story about a gentle dragon who would rather recite poetry than be ferocious. Along the way, he is given a tour of Walt Disney Studios, and learns about the animation process.",1941,G,74,"['animation', 'comedy', 'family']",['US'],0,tt0034091,6.8,3513,8.551,6.7
tm77407,Saludos Amigos,MOVIE,"Live-action segments show members of the Disney staff touring South America and recording their impressions in sketches. These segue into four animated sections: ""Lake Titicaca"" depicts tourist Donald Duck's troubles with a stubborn llama; ""Pedro"" tells of a little mail plane's adventures flying over the treacherous Andes; ""El Gaucho Goofy"" transplants an American cowboy into the Argentine pampas; and in ""Aquarela do Brasil,"" Jose Carioca shows Donald the sights and sounds of Rio de Janiero.",1943,Others,41,"['animation', 'comedy', 'family', 'fantasy']",['US'],0,tt0036326,6.1,6506,17.765,5.876
tm4623,The Three Caballeros,MOVIE,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",1945,G,72,"['animation', 'comedy', 'family', 'fantasy']",['US'],0,tt0038166,6.3,14634,14.862,6.341
tm5822,Melody Time,MOVIE,"In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. You'll be sure to tap your toes and clap your hands in this witty feast for the eyes and ears.",1948,Others,75,"['animation', 'music', 'comedy', 'family']",['US'],0,tt0040580,6.2,6397,12.425,6.269
tm80290,Swiss Family Robinson,MOVIE,A family setting out for a new life across the sea is shipwrecked on a deserted island. The family members collaborate to create a home for themselves in the jungle environment.,1940,Others,93,"['action', 'family']",['US'],0,tt0033124,6.4,714,3.254,5.4
tm1,Star Wars,MOVIE,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,1977,PG,121,"['action', 'scifi', 'fantasy']",['US'],0,tt0076759,8.6,1378285,81.289,8.207
tm88215,The Sound of Music,MOVIE,"In the years before the Second World War, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",1965,G,174,"['romance', 'drama', 'family']",['US'],0,tt0059742,8.1,240945,22.793,7.706
tm2,The Empire Strikes Back,MOVIE,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",1980,PG,124,"['action', 'scifi', 'fantasy']",['US'],0,tt0080684,8.7,1305888,28.328,8.393
ts30718,Schoolhouse Rock!,SHOW,"Schoolhouse Rock! is an American interstitial programming series of animated musical educational short films that aired during the Saturday morning children's programming on the U.S. television network ABC. The topics covered included grammar, science, economics, history, mathematics, and civics. The series' original run lasted from 1973 to 1985, and was later revived with both old and new episodes airing from 1993 to 1999. Additional episodes were produced as recently as 2009 for direct-to-video release.",1973,Others,3,"['animation', 'family']",['US'],7,tt0069627,8.2,4108,3.125,7.8
tm14236,Bedknobs and Broomsticks,MOVIE,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,1971,G,117,"['comedy', 'animation', 'family', 'fantasy']",['US'],0,tt0066817,7,38944,18.137,7
ts22470,The Muppet Show,SHOW,Go behind the curtains as Kermit the Frog and his muppet friends struggle to put on a weekly variety show.,1976,TV-G,25,"['comedy', 'family', 'music']",['GB'],5,tt0074028,8.4,25122,17.728,8.014
tm189724,Mary Poppins,MOVIE,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",1964,G,139,"['fantasy', 'comedy', 'family']",['US'],0,tt0058331,7.8,176627,23.195,7.569
ts20949,Zorro,SHOW,"Diego de la Vega, the son of a wealthy landowner, returns from his studies in Spain and discovers that Los Angeles is under the command of Capitan Monastario, a cruel man who relishes in the misuse of his power for personal gain. Knowing that he cannot hope to single-handedly defeat Monastario and his troops, Diego resorts to subterfuge. He adopts the secret identity of Zorro, a sinister figure dressed in black, and rides to fight Monastario's injustice.",1957,TV-PG,30,"['action', 'drama', 'comedy', 'family', 'western']",['US'],3,tt0050079,8.2,3799,59.219,7.72
tm74066,The Muppet Movie,MOVIE,A Hollywood agent persuades Kermit the Frog to pursue a career in Hollywood. On his way there he meets his future muppet crew while being chased by the desperate owner of a frog-leg restaurant!,1979,G,97,"['comedy', 'family']",['US'],0,tt0079588,7.6,37150,12.086,7.1
tm47427,Darby O'Gill and the Little People,MOVIE,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,1960,G,93,"['fantasy', 'family', 'romance']",['US'],0,tt0052722,7.1,8527,6.644,6.847
tm104617,The Living Desert,MOVIE,"Although first glance reveals little more than stones and sand, the desert is alive. Witness moving rocks, spitting mud pots, gorgeous flowers and the never-ending battle for survival between desert creatures of every shape, size and description.",1953,G,69,"['documentation', 'family']",['US'],0,tt0046008,7.4,1601,5.398,7.133
tm81911,"Hello, Dolly!",MOVIE,"Dolly Levi is a strong-willed matchmaker who travels to Yonkers, New York in order to see the miserly ""well-known unmarried half-a-millionaire"" Horace Vandergelder. In doing so, she convinces his niece, his niece's intended, and Horace's two clerks to travel to New York City.",1969,G,146,"['comedy', 'romance']",['US'],0,tt0064418,7,15947,11.516,7.008
tm51992,Sleeping Beauty,MOVIE,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",1960,G,75,"['romance', 'comedy', 'fantasy', 'animation', 'family', 'european']",['US'],0,tt0053285,7.2,152396,65.737,6.9
tm181425,Emil and the Detectives,MOVIE,"When Emil travels by bus to Berlin to visit his grandmother and his cousin, his money is stolen by a crook who specializes in digging tunnels. Emil must get the money back as it is for his grandmother. While following the thief, Emil runs into Gustav, an enterprising young boy who gathers up all his friends to help Emil find the money. Emil's cousin also gets involved and they get into more trouble than they bargained for when Emil's pickpocket turns out to be mixed up with a couple of notorious bank robbers.",1964,Others,99,"['crime', 'action', 'comedy', 'drama', 'family']",['US'],0,tt0058056,6.1,764,4.088,6.3
tm121851,The Jungle Book,MOVIE,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",1967,G,76,"['family', 'animation', 'action', 'fantasy', 'comedy']",['US'],0,tt0061852,7.6,176762,56.003,7.28
tm114017,Oklahoma!,MOVIE,This joyous celebration of frontier life combines tender romance and violent passion in the Oklahoma Territory of the 1900s with a timeless score filled with unforgettable songs. Rodgers and Hammerstein's hit Broadway musical.,1956,G,145,"['western', 'drama', 'romance', 'comedy']",['US'],0,tt0048445,7,13287,11.425,6.6
tm186525,Robin Hood,MOVIE,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",1973,G,83,"['animation', 'family', 'romance', 'comedy']",['US'],0,tt0070608,7.5,130762,36.069,7.3
tm73079,The Black Hole,MOVIE,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",1979,PG,98,"['action', 'scifi']",['US'],0,tt0078869,5.9,26502,11.874,5.813
tm68472,The Computer Wore Tennis Shoes,MOVIE,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..",1969,G,150,"['comedy', 'drama', 'scifi', 'family']",['US'],0,tt0065566,5.9,5525,10.311,6.178
tm87467,Freaky Friday,MOVIE,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.",1977,G,95,"['comedy', 'family', 'fantasy']",['US'],0,tt0076054,6.3,13317,9.067,6.146
tm54168,One Hundred and One Dalmatians,MOVIE,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.
 In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",1961,G,79,"['comedy', 'animation', 'family']",['US'],0,tt0055254,7.3,171985,56.426,7.166
tm111159,Lady and the Tramp,MOVIE,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",1955,G,77,"['romance', 'animation', 'comedy', 'family', 'drama']",['US'],0,tt0048280,7.3,139544,47.793,7.104
tm105286,Peter Pan,MOVIE,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",1953,G,76,"['animation', 'family', 'fantasy']",['US'],0,tt0046183,7.3,143818,59.426,7.225
tm32115,The Sword in the Stone,MOVIE,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",1963,G,80,"['animation', 'family', 'fantasy', 'comedy']",['US'],0,tt0057546,7.1,100809,52.587,7.2
tm58193,Swiss Family Robinson,MOVIE,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. A rousing adventure suitable for the whole family, this Disney adaptation of the classic Johann Wyss novel stars Dorothy McGuire and John Mills as Mother and Father Robinson.",1960,G,126,"['action', 'family']",['US'],0,tt0054357,7.1,16991,13.996,6.907
tm45750,Babes in Toyland,MOVIE,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding! But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses! The ""March Of The Wooden Soldiers"" helps put Barnaby in his place, and ensures a ""happily ever after"" for Tom and Mary!",1961,G,106,"['comedy', 'romance', 'family', 'fantasy']",['US'],0,tt0054649,6.1,4460,7.953,6.029
tm111322,The African Lion,MOVIE,"Part of Disney's True-Life Adventures series, this film focuses on the lives of lions in Africa.",1955,G,75,"['family', 'documentation']",['US'],0,tt0047803,7.2,521,1.93,7.1
tm92967,The Rescuers,MOVIE,"What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",1977,G,78,"['fantasy', 'family', 'animation', 'action', 'comedy']",['US'],0,tt0076618,6.9,66012,25.5,6.8
tm119319,The Happiest Millionaire,MOVIE,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the unusual antics of her father--especially since the nice young men around town all fear him. Wouldn't you fear a father-in-law that keeps alligators for pets and teaches boxing at his daily Bible classes?",1967,G,141,"['comedy', 'drama', 'family', 'romance']",['US'],0,tt0061749,6.6,2253,3.882,6.7
tm102135,The Aristocats,MOVIE,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",1970,G,78,"['comedy', 'family', 'animation']",['US'],0,tt0065421,7.1,100989,53.519,7.29
tm91299,Herbie Goes to Monte Carlo,MOVIE,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. But thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",1977,G,105,"['comedy', 'family', 'fantasy', 'romance', 'sport', 'crime', 'action']",['US'],0,tt0076137,5.6,7710,12.827,5.9
tm92586,Pete's Dragon,MOVIE,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",1977,G,128,"['comedy', 'animation', 'family', 'fantasy']",['US'],0,tt0076538,6.3,25389,15.598,6.364
tm562,"20,000 Leagues Under the Sea",MOVIE,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",1955,G,127,"['action', 'drama', 'family', 'fantasy', 'scifi']",['US'],0,tt0046672,7.2,34959,19.999,7.065
tm130611,Alice in Wonderland,MOVIE,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",1951,G,75,"['animation', 'family', 'fantasy', 'action', 'comedy']",['US'],0,tt0043274,7.3,145347,60.266,7.2
tm7719,The Prince and the Pauper,MOVIE,"In the London of 1537, two boys resembling each other exactly meet accidentally and exchange ""roles"" for a short while. After many adventures, the prince regains his rightful identity and graciously makes his ""twin"" a ward of the court.",1962,Others,93,N/A,['US'],0,tt1836776,6.3,342,6.605,7.6
tm73745,The Ugly Dachshund,MOVIE,"The Garrisons are the ""proud parents"" of three adorable dachshund pups - and one overgrown Great Dane named Brutus, who nevertheless thinks of himself as a dainty dachsie. His identity crisis results in an uproarious series of household crises that reduce the Garrisons' house to shambles - and viewers to howls of laughter!",1966,G,90,"['drama', 'comedy', 'family']",['US'],0,tt0061135,6.5,4366,7.272,6.65
tm91105,The Many Adventures of Winnie the Pooh,MOVIE,"Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.",1977,G,74,"['animation', 'family', 'comedy']",['US'],0,tt0076363,7.5,37613,32.741,7.2
tm123901,The Island at the Top of the World,MOVIE,"A Victorian gentleman hopes to find his long-lost son, who vanished whilst searching for a mysterious Viking community in a volcanic valley somewhere in uncharted Arctic regions. The gentleman puts together an expedition team to go on the search, but when they reach their destination they must escape from some Viking descendants who will kill to keep their existence a secret.",1974,G,93,"['action', 'scifi', 'family', 'fantasy']",['US'],0,tt0071671,6.2,2926,4.899,6.524
tm124852,The Apple Dumpling Gang,MOVIE,A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters.,1975,G,96,"['comedy', 'western', 'family']",['US'],0,tt0072653,6.4,6096,9.035,6.581
tm42943,The Parent Trap,MOVIE,"Two identical twin sisters, separated at birth by their parents' divorce, are reunited years later at a summer camp, where they scheme to bring their parents back together. The girls, one of whom has been living with their mother and the other with their father, switch places after camp and go to work on their plan, the first objective being to scare off a gold-digger pursuing their father.",1961,G,129,"['comedy', 'family', 'romance']",['US'],0,tt0055277,7.2,22442,16.802,7.112
tm120497,Escape to Witch Mountain,MOVIE,"Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.",1975,G,97,"['action', 'fantasy', 'scifi', 'family']",['US'],0,tt0072951,6.3,10739,11.803,6.423
tm183361,The Moon-Spinners,MOVIE,"Young English girl Nikky and her aunt arrive at the Moon-Spinners, a hotel on Crete, to a less than enthusiastic welcome. The coolness of the owner is only out-done by the surliness of her brother Stratos, recently back from London. But then there is nice English lad Mark to make friends with, at least until Stratos and his pal take a shot at him one night. When Nikky helps him hide she finds the Greeks are after her too.",1964,PG,114,"['thriller', 'romance', 'family']",['US'],0,tt0058371,6.5,2803,4.093,6
ts24939,Spider-Woman,SHOW,"When Jessica Drew was bitten by a poisonous spider as a child, her father saved her life by injecting her with an experimental ""spider serum,"" which also granted her superhuman powers. As an adult, Jessica works as editor of Justice Magazine but when trouble arises, Jessica slips away to change into her secret identity of Spider-Woman.",1979,TV-PG,21,"['animation', 'family', 'fantasy', 'action']",['US'],1,tt0197911,5.8,873,17.427,7.9
tm11010,The Love Bug,MOVIE,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of its own, not realizing Herbie's worth until a sneaky rival plots to steal him.",1969,G,107,"['comedy', 'family', 'sport']",['US'],0,tt0064603,6.5,16553,12.836,6.533
tm98555,Herbie Goes Bananas,MOVIE,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,1980,G,100,"['comedy', 'fantasy', 'family']",['US'],0,tt0080861,4.9,5936,12.962,5.241
tm96700,Candleshoe,MOVIE,"When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.",1979,PG,101,"['family', 'comedy', 'drama']","['US', 'GB']",0,tt0075807,6.7,4627,7.953,6.8
tm30426,The Incredible Journey,MOVIE,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?",1963,G,80,"['family', 'action', 'drama', 'comedy']","['CA', 'US']",0,tt0057180,7,4892,5.894,6.8
tm124682,Old Yeller,MOVIE,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",1958,Others,83,"['western', 'family', 'drama']",['US'],0,tt0050798,7.3,14151,14.445,6.9
tm107435,Herbie Rides Again,MOVIE,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,1974,G,88,"['fantasy', 'family', 'romance', 'comedy']",['US'],0,tt0071607,5.7,8349,14.07,6.1
tm12159,Return from Witch Mountain,MOVIE,"Tony and Tia are other-worldly twins endowed with telekinesis. When their Uncle Bene drops them off in Los Angeles for an earthbound vacation, a display of their supernatural skill catches the eye of the nefarious Dr. Gannon and his partner in crime, Letha, who see rich possibilities in harnessing the children's gifts. They kidnap Tony, and Tia gives chase only to find Gannon is using her brother's powers against her.",1978,G,90,"['action', 'fantasy', 'scifi', 'family']",['US'],0,tt0078158,5.7,5355,9.076,5.9
tm124019,The Strongest Man in the World,MOVIE,"Medfield College science major Dexter Riley and his classmates have been working on a new vitamin compound when a lab accident creates a supercharged mix that ends up in Dexter's cereal box, giving him superhuman strength. The powerful formula comes to the attention of the college dean and two rival cereal companies, touching off a hilarious chain of events.",1975,G,92,"['comedy', 'family', 'scifi']",['US'],0,tt0073760,5.9,3453,8.227,5.967
tm87512,The Shaggy D.A.,MOVIE,"Wilby Daniels, a successful lawyer running for District Attorney, suddenly finds himself being transformed into an English sheepdog. Somehow he has to keep his change a secret and find just what is causing it, all the while eluding the local dog catcher.",1976,G,88,"['comedy', 'european', 'family', 'fantasy']",['US'],0,tt0075200,5.8,3176,6.896,5.732
tm41096,The Absent-Minded Professor,MOVIE,"Bumbling professor Ned Brainard accidentally invents flying rubber, or ""Flubber"", an incredible material that gains energy every time it strikes a hard surface. It allows for the invention of shoes that can allow jumps of amazing heights and enables a modified Model-T to fly. Unfortunately, no one is interested in the material except for Alonzo Hawk, a corrupt businessman who wants to steal the material for himself.",1961,G,92,"['comedy', 'scifi', 'sport', 'family']",['US'],0,tt0054594,6.7,8696,12.943,6.475
tm15888,Blackbeard's Ghost,MOVIE,"The eponymous wraith returns to Earth to aid his descendant, elderly Emily Stowecroft. The villains want to kick Emily and her friends out of their group home so that they can build a crooked casino. Good guy Steve Walker gets caught in the middle of the squabble after evoking Blackbeard's ghost.",1968,G,106,"['comedy', 'family', 'fantasy']",['US'],0,tt0062737,6.8,6295,10.444,6.718
tm112491,"Davy Crockett, King of the Wild Frontier",MOVIE,"Legends (and myths) from the life of famed American frontiersman Davy Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russel fight in the Creek Indian War. Then Crockett is elected to Congress and brings his rough-hewn ways to the House of Representatives. Finally, Crockett and Russell journey to Texas and the last stand at the Alamo.",1955,PG,93,"['western', 'drama', 'family']",['US'],0,tt0047977,6.9,4493,10.147,6.6
tm79567,That Darn Cat!,MOVIE,"A young woman suspects foul play when her cat comes home wearing a wristwatch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",1965,G,112,"['comedy', 'drama', 'crime', 'family', 'thriller']",['US'],0,tt0059793,6.7,7308,9.491,6.676
tm18794,The Cat from Outer Space,MOVIE,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that gives it special powers, including the ability to communicate with humans, has eluded the authorities and seeks the help of a scientist in order to reclaim and repair his ship and get back home.",1978,G,100,"['comedy', 'family', 'scifi']",['US'],0,tt0077305,6,5511,8.709,5.655
tm56825,Pollyanna,MOVIE,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,1960,Others,128,"['comedy', 'drama', 'family']",['US'],0,tt0054195,7.4,10696,8.401,7
tm95184,Davy Crockett and the River Pirates,MOVIE,"Davy Crockett and his sidekick Georgie compete against boastful Mike Fink (""King of the River"") in a boat race to New Orleans. Later, Davy and Georgie, allied with Fink, battle a group of river pirates trying to pass themselves off as Native Americans.",1956,G,81,"['western', 'comedy', 'drama', 'family']",['US'],0,tt0049125,6.6,2255,7.345,6.5
tm51953,The Shaggy Dog,MOVIE,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",1959,Others,104,"['comedy', 'family', 'fantasy']",['US'],0,tt0053271,6.4,5262,7.209,6.177
tm11266,The Million Dollar Duck,MOVIE,"Professor Dooley takes home a duck from his research laboratory as a toy for his son, but soon finds out that it lays golden eggs.",1971,G,89,"['comedy', 'family', 'scifi']",['US'],0,tt0066728,5.7,2468,6.308,5.6
tm59862,The Story of Robin Hood and His Merrie Men,MOVIE,"Young Robin Hood, in love with Maid Marian, enters an archery contest with his father at the King's palace. On the way home his father is murdered by henchmen of Prince John. Robin takes up the life of an outlaw, gathering together his band of merry men with him in Sherwood Forest, to avenge his father's death and to help the people of the land that Prince John are over taxing.",1952,Others,84,"['action', 'family']",['US'],0,tt0045197,6.6,2071,6.204,6.3
tm67783,The Apple Dumpling Gang Rides Again,MOVIE,"Amos and Theodore, the two bumbling outlaw wannabes from The Apple Dumpling Gang, are back and trying to make it on their own. This time, the crazy duo gets involved in an army supply theft case -- and, of course, gets in lots of comic trouble along the way!",1979,G,88,"['western', 'comedy', 'family']",['US'],0,tt0078790,6,3011,5.715,6.269
